Date,State,District,Enrolments,Updates,Child_Enrolments,Is_Anomaly,Forecast
2025-02-17,Uttar Pradesh,Lucknow,311,447,82,No,342
2025-02-18,Uttar Pradesh,Lucknow,436,545,75,No,479
2025-02-19,Uttar Pradesh,Lucknow,346,474,108,No,380
2025-02-20,Uttar Pradesh,Lucknow,161,276,25,No,177
2025-02-21,Uttar Pradesh,Lucknow,533,799,161,No,586
2025-02-22,Uttar Pradesh,Lucknow,92,134,24,No,101
2025-02-23,Uttar Pradesh,Lucknow,49,65,17,No,53
2025-02-24,Uttar Pradesh,Lucknow,303,417,50,No,333
2025-02-25,Uttar Pradesh,Lucknow,361,676,77,No,397
2025-02-26,Uttar Pradesh,Lucknow,457,648,104,No,502
2025-02-27,Uttar Pradesh,Lucknow,542,696,83,No,596
2025-02-28,Uttar Pradesh,Lucknow,301,571,70,No,331
2025-03-01,Uttar Pradesh,Lucknow,79,121,13,No,86
2025-03-02,Uttar Pradesh,Lucknow,93,226,30,No,102
2025-03-03,Uttar Pradesh,Lucknow,331,748,83,No,364
2025-03-04,Uttar Pradesh,Lucknow,445,616,131,No,489
2025-03-05,Uttar Pradesh,Lucknow,261,616,48,No,287
2025-03-06,Uttar Pradesh,Lucknow,211,477,61,No,232
2025-03-07,Uttar Pradesh,Lucknow,280,394,58,No,308
2025-03-08,Uttar Pradesh,Lucknow,49,115,8,No,53
2025-03-09,Uttar Pradesh,Lucknow,90,123,24,No,99
2025-03-10,Uttar Pradesh,Lucknow,214,432,33,No,235
2025-03-11,Uttar Pradesh,Lucknow,404,701,96,No,444
2025-03-12,Uttar Pradesh,Lucknow,509,1222,158,No,559
2025-03-13,Uttar Pradesh,Lucknow,197,394,30,No,216
2025-03-14,Uttar Pradesh,Lucknow,547,1048,139,No,601
2025-03-15,Uttar Pradesh,Lucknow,44,104,15,No,48
2025-03-16,Uttar Pradesh,Lucknow,85,103,21,No,93
2025-03-17,Uttar Pradesh,Lucknow,595,1032,148,No,654
2025-03-18,Uttar Pradesh,Lucknow,338,765,108,No,371
2025-03-19,Uttar Pradesh,Lucknow,479,973,83,No,526
2025-03-20,Uttar Pradesh,Lucknow,156,278,44,No,171
2025-03-21,Uttar Pradesh,Lucknow,294,401,78,No,323
2025-03-22,Uttar Pradesh,Lucknow,42,54,11,No,46
2025-03-23,Uttar Pradesh,Lucknow,51,103,10,No,56
2025-03-24,Uttar Pradesh,Lucknow,239,488,73,No,262
2025-03-25,Uttar Pradesh,Lucknow,547,1015,114,No,601
2025-03-26,Uttar Pradesh,Lucknow,458,572,159,No,503
2025-03-27,Uttar Pradesh,Lucknow,387,921,120,No,425
2025-03-28,Uttar Pradesh,Lucknow,592,1194,183,No,651
2025-03-29,Uttar Pradesh,Lucknow,20,43,3,No,22
2025-03-30,Uttar Pradesh,Lucknow,69,112,13,No,75
2025-03-31,Uttar Pradesh,Lucknow,427,618,138,No,469
2025-04-01,Uttar Pradesh,Lucknow,517,1278,151,No,568
2025-04-02,Uttar Pradesh,Lucknow,240,425,49,No,264
2025-04-03,Uttar Pradesh,Lucknow,511,1101,154,No,562
2025-04-04,Uttar Pradesh,Lucknow,447,600,95,No,491
2025-04-05,Uttar Pradesh,Lucknow,80,199,15,No,88
2025-04-06,Uttar Pradesh,Lucknow,73,95,11,No,80
2025-04-07,Uttar Pradesh,Lucknow,208,437,66,No,228
2025-04-08,Uttar Pradesh,Lucknow,199,400,35,No,218
2025-04-09,Uttar Pradesh,Lucknow,276,363,67,No,303
2025-04-10,Uttar Pradesh,Lucknow,560,997,164,No,616
2025-04-11,Uttar Pradesh,Lucknow,284,618,75,No,312
2025-04-12,Uttar Pradesh,Lucknow,89,222,16,Yes,97
2025-04-13,Uttar Pradesh,Lucknow,32,55,9,No,35
2025-04-14,Uttar Pradesh,Lucknow,480,1105,163,No,528
2025-04-15,Uttar Pradesh,Lucknow,592,845,161,No,651
2025-04-16,Uttar Pradesh,Lucknow,172,237,58,No,189
2025-04-17,Uttar Pradesh,Lucknow,327,607,89,No,359
2025-04-18,Uttar Pradesh,Lucknow,586,773,148,No,644
2025-04-19,Uttar Pradesh,Lucknow,76,115,12,No,83
2025-04-20,Uttar Pradesh,Lucknow,94,167,16,No,103
2025-04-21,Uttar Pradesh,Lucknow,219,349,51,No,240
2025-04-22,Uttar Pradesh,Lucknow,480,916,93,No,528
2025-04-23,Uttar Pradesh,Lucknow,300,741,67,No,330
2025-04-24,Uttar Pradesh,Lucknow,538,710,146,No,591
2025-04-25,Uttar Pradesh,Lucknow,385,856,133,No,423
2025-04-26,Uttar Pradesh,Lucknow,65,106,12,No,71
2025-04-27,Uttar Pradesh,Lucknow,33,68,6,No,36
2025-04-28,Uttar Pradesh,Lucknow,199,469,63,No,218
2025-04-29,Uttar Pradesh,Lucknow,448,717,127,No,492
2025-04-30,Uttar Pradesh,Lucknow,396,960,118,No,435
2025-05-01,Uttar Pradesh,Lucknow,240,409,41,No,264
2025-05-02,Uttar Pradesh,Lucknow,389,539,63,No,427
2025-05-03,Uttar Pradesh,Lucknow,79,150,14,No,86
2025-05-04,Uttar Pradesh,Lucknow,69,121,18,No,75
2025-05-05,Uttar Pradesh,Lucknow,237,447,44,No,260
2025-05-06,Uttar Pradesh,Lucknow,283,521,71,No,311
2025-05-07,Uttar Pradesh,Lucknow,290,434,87,No,319
2025-05-08,Uttar Pradesh,Lucknow,238,539,70,No,261
2025-05-09,Uttar Pradesh,Lucknow,267,379,75,No,293
2025-05-10,Uttar Pradesh,Lucknow,80,152,13,No,88
2025-05-11,Uttar Pradesh,Lucknow,62,89,10,No,68
2025-05-12,Uttar Pradesh,Lucknow,269,574,47,No,295
2025-05-13,Uttar Pradesh,Lucknow,500,691,159,No,550
2025-05-14,Uttar Pradesh,Lucknow,533,744,172,No,586
2025-05-15,Uttar Pradesh,Lucknow,410,801,80,No,451
2025-05-16,Uttar Pradesh,Lucknow,557,931,170,No,612
2025-05-17,Uttar Pradesh,Lucknow,37,76,7,No,40
2025-05-18,Uttar Pradesh,Lucknow,69,148,19,No,75
2025-05-19,Uttar Pradesh,Lucknow,257,424,51,No,282
2025-05-20,Uttar Pradesh,Lucknow,300,375,67,No,330
2025-05-21,Uttar Pradesh,Lucknow,490,807,87,No,539
2025-05-22,Uttar Pradesh,Lucknow,426,742,77,No,468
2025-05-23,Uttar Pradesh,Lucknow,378,806,123,No,415
2025-05-24,Uttar Pradesh,Lucknow,54,66,13,No,59
2025-05-25,Uttar Pradesh,Lucknow,41,67,6,No,45
2025-05-26,Uttar Pradesh,Lucknow,580,1028,169,No,638
2025-05-27,Uttar Pradesh,Lucknow,172,411,33,No,189
2025-05-28,Uttar Pradesh,Lucknow,544,1176,107,No,598
2025-05-29,Uttar Pradesh,Lucknow,552,1356,89,No,607
2025-05-30,Uttar Pradesh,Lucknow,392,849,112,No,431
2025-05-31,Uttar Pradesh,Lucknow,45,82,7,No,49
2025-06-01,Uttar Pradesh,Lucknow,27,43,5,No,29
2025-06-02,Uttar Pradesh,Lucknow,256,459,58,No,281
2025-06-03,Uttar Pradesh,Lucknow,256,561,78,No,281
2025-06-04,Uttar Pradesh,Lucknow,578,936,149,No,635
2025-06-05,Uttar Pradesh,Lucknow,532,836,184,No,585
2025-06-06,Uttar Pradesh,Lucknow,575,1198,97,No,632
2025-06-07,Uttar Pradesh,Lucknow,39,51,8,No,42
2025-06-08,Uttar Pradesh,Lucknow,26,44,5,No,28
2025-06-09,Uttar Pradesh,Lucknow,296,455,97,No,325
2025-06-10,Uttar Pradesh,Lucknow,300,612,94,No,330
2025-06-11,Uttar Pradesh,Lucknow,278,694,62,No,305
2025-06-12,Uttar Pradesh,Lucknow,431,517,131,No,474
2025-06-13,Uttar Pradesh,Lucknow,588,1085,95,No,646
2025-06-14,Uttar Pradesh,Lucknow,68,105,15,No,74
2025-06-15,Uttar Pradesh,Lucknow,33,43,7,No,36
2025-06-16,Uttar Pradesh,Lucknow,243,409,46,No,267
2025-06-17,Uttar Pradesh,Lucknow,569,981,120,No,625
2025-06-18,Uttar Pradesh,Lucknow,376,921,106,No,413
2025-06-19,Uttar Pradesh,Lucknow,288,460,93,No,316
2025-06-20,Uttar Pradesh,Lucknow,439,915,147,No,482
2025-06-21,Uttar Pradesh,Lucknow,71,150,20,No,78
2025-06-22,Uttar Pradesh,Lucknow,63,141,15,No,69
2025-06-23,Uttar Pradesh,Lucknow,250,490,71,No,275
2025-06-24,Uttar Pradesh,Lucknow,195,236,42,No,214
2025-06-25,Uttar Pradesh,Lucknow,541,1103,140,No,595
2025-06-26,Uttar Pradesh,Lucknow,469,937,92,No,515
2025-06-27,Uttar Pradesh,Lucknow,420,636,74,No,462
2025-06-28,Uttar Pradesh,Lucknow,74,116,13,No,81
2025-06-29,Uttar Pradesh,Lucknow,82,123,12,No,90
2025-06-30,Uttar Pradesh,Lucknow,406,771,102,No,446
2025-07-01,Uttar Pradesh,Lucknow,475,1077,143,No,522
2025-07-02,Uttar Pradesh,Lucknow,154,352,33,No,169
2025-07-03,Uttar Pradesh,Lucknow,169,266,31,No,185
2025-07-04,Uttar Pradesh,Lucknow,493,1040,164,No,542
2025-07-05,Uttar Pradesh,Lucknow,50,89,9,No,55
2025-07-06,Uttar Pradesh,Lucknow,66,130,15,No,72
2025-07-07,Uttar Pradesh,Lucknow,233,490,55,No,256
2025-07-08,Uttar Pradesh,Lucknow,208,291,60,No,228
2025-07-09,Uttar Pradesh,Lucknow,583,1455,152,No,641
2025-07-10,Uttar Pradesh,Lucknow,467,1031,77,No,513
2025-07-11,Uttar Pradesh,Lucknow,322,566,98,No,354
2025-07-12,Uttar Pradesh,Lucknow,48,87,10,No,52
2025-07-13,Uttar Pradesh,Lucknow,80,125,26,No,88
2025-07-14,Uttar Pradesh,Lucknow,233,348,78,No,256
2025-07-15,Uttar Pradesh,Lucknow,557,987,138,No,612
2025-07-16,Uttar Pradesh,Lucknow,350,842,117,No,385
2025-07-17,Uttar Pradesh,Lucknow,374,458,57,No,411
2025-07-18,Uttar Pradesh,Lucknow,242,357,84,No,266
2025-07-19,Uttar Pradesh,Lucknow,52,125,18,No,57
2025-07-20,Uttar Pradesh,Lucknow,25,41,7,No,27
2025-07-21,Uttar Pradesh,Lucknow,437,622,122,No,480
2025-07-22,Uttar Pradesh,Lucknow,420,757,118,No,462
2025-07-23,Uttar Pradesh,Lucknow,414,688,94,No,455
2025-07-24,Uttar Pradesh,Lucknow,379,485,109,No,416
2025-07-25,Uttar Pradesh,Lucknow,454,873,83,No,499
2025-07-26,Uttar Pradesh,Lucknow,49,85,13,No,53
2025-07-27,Uttar Pradesh,Lucknow,58,87,19,No,63
2025-07-28,Uttar Pradesh,Lucknow,214,334,50,No,235
2025-07-29,Uttar Pradesh,Lucknow,150,306,42,No,165
2025-07-30,Uttar Pradesh,Lucknow,547,857,96,No,601
2025-07-31,Uttar Pradesh,Lucknow,418,914,136,No,459
2025-08-01,Uttar Pradesh,Lucknow,194,268,51,No,213
2025-08-02,Uttar Pradesh,Lucknow,75,133,22,No,82
2025-08-03,Uttar Pradesh,Lucknow,28,69,7,No,30
2025-08-04,Uttar Pradesh,Lucknow,433,958,105,No,476
2025-08-05,Uttar Pradesh,Lucknow,312,586,107,No,343
2025-08-06,Uttar Pradesh,Lucknow,396,945,97,No,435
2025-08-07,Uttar Pradesh,Lucknow,479,805,117,No,526
2025-08-08,Uttar Pradesh,Lucknow,526,685,125,No,578
2025-08-09,Uttar Pradesh,Lucknow,44,97,12,No,48
2025-08-10,Uttar Pradesh,Lucknow,92,122,16,No,101
2025-08-11,Uttar Pradesh,Lucknow,205,480,56,No,225
2025-08-12,Uttar Pradesh,Lucknow,563,1095,153,No,619
2025-08-13,Uttar Pradesh,Lucknow,275,399,62,No,302
2025-08-14,Uttar Pradesh,Lucknow,331,469,89,No,364
2025-08-15,Uttar Pradesh,Lucknow,383,559,96,No,421
2025-08-16,Uttar Pradesh,Lucknow,84,136,24,No,92
2025-08-17,Uttar Pradesh,Lucknow,64,126,17,No,70
2025-08-18,Uttar Pradesh,Lucknow,343,519,68,No,377
2025-08-19,Uttar Pradesh,Lucknow,268,579,42,No,294
2025-08-20,Uttar Pradesh,Lucknow,377,608,123,No,414
2025-08-21,Uttar Pradesh,Lucknow,540,1277,150,No,594
2025-08-22,Uttar Pradesh,Lucknow,570,1328,135,No,627
2025-08-23,Uttar Pradesh,Lucknow,63,109,11,Yes,69
2025-08-24,Uttar Pradesh,Lucknow,69,164,24,No,75
2025-08-25,Uttar Pradesh,Lucknow,349,524,83,No,383
2025-08-26,Uttar Pradesh,Lucknow,354,532,71,No,389
2025-08-27,Uttar Pradesh,Lucknow,482,1090,111,No,530
2025-08-28,Uttar Pradesh,Lucknow,549,839,109,No,603
2025-08-29,Uttar Pradesh,Lucknow,328,608,63,No,360
2025-08-30,Uttar Pradesh,Lucknow,49,109,13,No,53
2025-08-31,Uttar Pradesh,Lucknow,76,105,16,No,83
2025-09-01,Uttar Pradesh,Lucknow,587,768,187,No,645
2025-09-02,Uttar Pradesh,Lucknow,440,1027,91,No,484
2025-09-03,Uttar Pradesh,Lucknow,296,676,80,Yes,325
2025-09-04,Uttar Pradesh,Lucknow,489,1001,99,No,537
2025-09-05,Uttar Pradesh,Lucknow,239,473,47,No,262
2025-09-06,Uttar Pradesh,Lucknow,90,152,25,No,99
2025-09-07,Uttar Pradesh,Lucknow,39,78,10,No,42
2025-09-08,Uttar Pradesh,Lucknow,579,738,153,No,636
2025-09-09,Uttar Pradesh,Lucknow,176,347,47,No,193
2025-09-10,Uttar Pradesh,Lucknow,440,1090,95,No,484
2025-09-11,Uttar Pradesh,Lucknow,512,1214,101,No,563
2025-09-12,Uttar Pradesh,Lucknow,320,533,56,No,352
2025-09-13,Uttar Pradesh,Lucknow,83,181,16,No,91
2025-09-14,Uttar Pradesh,Lucknow,79,100,15,No,86
2025-09-15,Uttar Pradesh,Lucknow,235,415,67,No,258
2025-09-16,Uttar Pradesh,Lucknow,239,392,56,No,262
2025-09-17,Uttar Pradesh,Lucknow,498,1021,172,No,547
2025-09-18,Uttar Pradesh,Lucknow,248,390,52,No,272
2025-09-19,Uttar Pradesh,Lucknow,310,443,77,No,341
2025-09-20,Uttar Pradesh,Lucknow,23,56,7,No,25
2025-09-21,Uttar Pradesh,Lucknow,67,85,22,No,73
2025-09-22,Uttar Pradesh,Lucknow,180,283,41,No,198
2025-09-23,Uttar Pradesh,Lucknow,173,274,52,No,190
2025-09-24,Uttar Pradesh,Lucknow,496,1021,120,No,545
2025-09-25,Uttar Pradesh,Lucknow,378,570,88,No,415
2025-09-26,Uttar Pradesh,Lucknow,574,1214,105,No,631
2025-09-27,Uttar Pradesh,Lucknow,36,47,6,No,39
2025-09-28,Uttar Pradesh,Lucknow,46,85,15,No,50
2025-09-29,Uttar Pradesh,Lucknow,256,511,43,No,281
2025-09-30,Uttar Pradesh,Lucknow,337,554,93,No,370
2025-10-01,Uttar Pradesh,Lucknow,420,920,143,No,462
2025-10-02,Uttar Pradesh,Lucknow,151,205,26,No,166
2025-10-03,Uttar Pradesh,Lucknow,168,341,25,No,184
2025-10-04,Uttar Pradesh,Lucknow,48,60,13,No,52
2025-10-05,Uttar Pradesh,Lucknow,42,61,12,No,46
2025-10-06,Uttar Pradesh,Lucknow,282,680,92,No,310
2025-10-07,Uttar Pradesh,Lucknow,551,1067,163,No,606
2025-10-08,Uttar Pradesh,Lucknow,415,534,83,No,456
2025-10-09,Uttar Pradesh,Lucknow,224,427,74,No,246
2025-10-10,Uttar Pradesh,Lucknow,245,417,79,No,269
2025-10-11,Uttar Pradesh,Lucknow,80,105,27,No,88
2025-10-12,Uttar Pradesh,Lucknow,68,104,21,No,74
2025-10-13,Uttar Pradesh,Lucknow,273,668,77,No,300
2025-10-14,Uttar Pradesh,Lucknow,466,670,85,No,512
2025-10-15,Uttar Pradesh,Lucknow,480,683,143,No,528
2025-10-16,Uttar Pradesh,Lucknow,265,559,59,No,291
2025-10-17,Uttar Pradesh,Lucknow,237,546,45,No,260
2025-10-18,Uttar Pradesh,Lucknow,20,25,3,No,22
2025-10-19,Uttar Pradesh,Lucknow,23,34,5,No,25
2025-10-20,Uttar Pradesh,Lucknow,466,832,132,No,512
2025-10-21,Uttar Pradesh,Lucknow,433,1025,137,No,476
2025-10-22,Uttar Pradesh,Lucknow,589,1038,132,No,647
2025-10-23,Uttar Pradesh,Lucknow,467,825,95,No,513
2025-10-24,Uttar Pradesh,Lucknow,240,412,38,No,264
2025-10-25,Uttar Pradesh,Lucknow,25,54,7,No,27
2025-10-26,Uttar Pradesh,Lucknow,22,30,7,No,24
2025-10-27,Uttar Pradesh,Lucknow,172,244,56,Yes,189
2025-10-28,Uttar Pradesh,Lucknow,442,1100,142,No,486
2025-10-29,Uttar Pradesh,Lucknow,417,637,123,No,458
2025-10-30,Uttar Pradesh,Lucknow,390,560,103,No,429
2025-10-31,Uttar Pradesh,Lucknow,224,451,55,No,246
2025-11-01,Uttar Pradesh,Lucknow,45,81,12,No,49
2025-11-02,Uttar Pradesh,Lucknow,47,81,7,No,51
2025-11-03,Uttar Pradesh,Lucknow,412,1015,66,No,453
2025-11-04,Uttar Pradesh,Lucknow,476,999,144,No,523
2025-11-05,Uttar Pradesh,Lucknow,432,607,71,No,475
2025-11-06,Uttar Pradesh,Lucknow,176,369,48,No,193
2025-11-07,Uttar Pradesh,Lucknow,463,957,81,No,509
2025-11-08,Uttar Pradesh,Lucknow,60,96,19,No,66
2025-11-09,Uttar Pradesh,Lucknow,35,78,6,No,38
2025-11-10,Uttar Pradesh,Lucknow,233,437,49,No,256
2025-11-11,Uttar Pradesh,Lucknow,466,653,97,No,512
2025-11-12,Uttar Pradesh,Lucknow,492,874,143,No,541
2025-11-13,Uttar Pradesh,Lucknow,214,365,72,No,235
2025-11-14,Uttar Pradesh,Lucknow,168,286,30,No,184
2025-11-15,Uttar Pradesh,Lucknow,24,48,6,No,26
2025-11-16,Uttar Pradesh,Lucknow,34,46,8,No,37
2025-11-17,Uttar Pradesh,Lucknow,598,744,180,No,657
2025-11-18,Uttar Pradesh,Lucknow,324,485,88,No,356
2025-11-19,Uttar Pradesh,Lucknow,330,465,81,No,363
2025-11-20,Uttar Pradesh,Lucknow,259,479,50,No,284
2025-11-21,Uttar Pradesh,Lucknow,371,738,82,No,408
2025-11-22,Uttar Pradesh,Lucknow,92,172,26,No,101
2025-11-23,Uttar Pradesh,Lucknow,98,205,17,Yes,107
2025-11-24,Uttar Pradesh,Lucknow,497,1167,126,No,546
2025-11-25,Uttar Pradesh,Lucknow,588,1007,153,No,646
2025-11-26,Uttar Pradesh,Lucknow,317,581,70,No,348
2025-11-27,Uttar Pradesh,Lucknow,161,260,53,No,177
2025-11-28,Uttar Pradesh,Lucknow,515,866,116,No,566
2025-11-29,Uttar Pradesh,Lucknow,95,138,28,No,104
2025-11-30,Uttar Pradesh,Lucknow,42,91,12,No,46
2025-12-01,Uttar Pradesh,Lucknow,550,1038,183,No,605
2025-12-02,Uttar Pradesh,Lucknow,425,655,103,No,467
2025-12-03,Uttar Pradesh,Lucknow,346,591,65,No,380
2025-12-04,Uttar Pradesh,Lucknow,598,746,166,No,657
2025-12-05,Uttar Pradesh,Lucknow,373,769,100,No,410
2025-12-06,Uttar Pradesh,Lucknow,85,198,22,No,93
2025-12-07,Uttar Pradesh,Lucknow,95,138,27,No,104
2025-12-08,Uttar Pradesh,Lucknow,183,223,48,No,201
2025-12-09,Uttar Pradesh,Lucknow,575,1420,174,No,632
2025-12-10,Uttar Pradesh,Lucknow,160,293,35,No,176
2025-12-11,Uttar Pradesh,Lucknow,549,734,169,No,603
2025-12-12,Uttar Pradesh,Lucknow,367,686,75,No,403
2025-12-13,Uttar Pradesh,Lucknow,89,195,24,No,97
2025-12-14,Uttar Pradesh,Lucknow,78,124,20,No,85
2025-12-15,Uttar Pradesh,Lucknow,536,758,166,No,589
2025-12-16,Uttar Pradesh,Lucknow,362,607,124,No,398
2025-12-17,Uttar Pradesh,Lucknow,349,512,84,No,383
2025-12-18,Uttar Pradesh,Lucknow,510,708,177,No,561
2025-12-19,Uttar Pradesh,Lucknow,259,523,83,No,284
2025-12-20,Uttar Pradesh,Lucknow,22,45,6,No,24
2025-12-21,Uttar Pradesh,Lucknow,30,55,8,No,33
2025-12-22,Uttar Pradesh,Lucknow,335,649,62,No,368
2025-12-23,Uttar Pradesh,Lucknow,521,932,170,No,573
2025-12-24,Uttar Pradesh,Lucknow,425,737,90,No,467
2025-12-25,Uttar Pradesh,Lucknow,402,548,101,No,442
2025-12-26,Uttar Pradesh,Lucknow,379,457,78,No,416
2025-12-27,Uttar Pradesh,Lucknow,89,123,26,No,97
2025-12-28,Uttar Pradesh,Lucknow,91,181,14,No,100
2025-12-29,Uttar Pradesh,Lucknow,576,1126,158,No,633
2025-12-30,Uttar Pradesh,Lucknow,555,718,125,No,610
2025-12-31,Uttar Pradesh,Lucknow,537,1075,125,No,590
2025-01-01,Uttar Pradesh,Varanasi,170,300,40,No,187
2025-01-02,Uttar Pradesh,Varanasi,451,614,77,No,496
2025-01-03,Uttar Pradesh,Varanasi,176,374,42,No,193
2025-01-04,Uttar Pradesh,Varanasi,59,136,19,No,64
2025-01-05,Uttar Pradesh,Varanasi,89,128,20,No,97
2025-01-06,Uttar Pradesh,Varanasi,589,1355,157,No,647
2025-01-07,Uttar Pradesh,Varanasi,353,643,62,No,388
2025-01-08,Uttar Pradesh,Varanasi,167,341,38,No,183
2025-01-09,Uttar Pradesh,Varanasi,451,607,118,No,496
2025-01-10,Uttar Pradesh,Varanasi,505,643,145,No,555
2025-01-11,Uttar Pradesh,Varanasi,31,48,8,No,34
2025-01-12,Uttar Pradesh,Varanasi,27,51,6,No,29
2025-01-13,Uttar Pradesh,Varanasi,245,394,65,No,269
2025-01-14,Uttar Pradesh,Varanasi,569,969,135,No,625
2025-01-15,Uttar Pradesh,Varanasi,424,815,69,No,466
2025-01-16,Uttar Pradesh,Varanasi,585,879,163,No,643
2025-01-17,Uttar Pradesh,Varanasi,473,622,157,No,520
2025-01-18,Uttar Pradesh,Varanasi,52,95,13,No,57
2025-01-19,Uttar Pradesh,Varanasi,38,50,11,No,41
2025-01-20,Uttar Pradesh,Varanasi,558,836,159,No,613
2025-01-21,Uttar Pradesh,Varanasi,557,1161,103,No,612
2025-01-22,Uttar Pradesh,Varanasi,304,387,56,No,334
2025-01-23,Uttar Pradesh,Varanasi,186,272,38,No,204
2025-01-24,Uttar Pradesh,Varanasi,345,809,90,No,379
2025-01-25,Uttar Pradesh,Varanasi,50,76,7,No,55
2025-01-26,Uttar Pradesh,Varanasi,37,85,6,No,40
2025-01-27,Uttar Pradesh,Varanasi,579,734,148,No,636
2025-01-28,Uttar Pradesh,Varanasi,187,388,29,No,205
2025-01-29,Uttar Pradesh,Varanasi,546,953,90,No,600
2025-01-30,Uttar Pradesh,Varanasi,453,1082,148,No,498
2025-01-31,Uttar Pradesh,Varanasi,420,604,67,No,462
2025-02-01,Uttar Pradesh,Varanasi,52,80,8,No,57
2025-02-02,Uttar Pradesh,Varanasi,47,58,11,No,51
2025-02-03,Uttar Pradesh,Varanasi,580,929,142,No,638
2025-02-04,Uttar Pradesh,Varanasi,193,472,61,No,212
2025-02-05,Uttar Pradesh,Varanasi,387,559,79,No,425
2025-02-06,Uttar Pradesh,Varanasi,362,711,111,No,398
2025-02-07,Uttar Pradesh,Varanasi,482,586,157,No,530
2025-02-08,Uttar Pradesh,Varanasi,86,167,29,No,94
2025-02-09,Uttar Pradesh,Varanasi,44,74,14,No,48
2025-02-10,Uttar Pradesh,Varanasi,266,388,46,No,292
2025-02-11,Uttar Pradesh,Varanasi,177,271,40,No,194
2025-02-12,Uttar Pradesh,Varanasi,179,363,29,No,196
2025-02-13,Uttar Pradesh,Varanasi,580,1245,192,No,638
2025-02-14,Uttar Pradesh,Varanasi,445,972,95,No,489
2025-02-15,Uttar Pradesh,Varanasi,80,188,16,No,88
2025-02-16,Uttar Pradesh,Varanasi,62,149,17,No,68
2025-02-17,Uttar Pradesh,Varanasi,481,866,92,No,529
2025-02-18,Uttar Pradesh,Varanasi,166,268,31,No,182
2025-02-19,Uttar Pradesh,Varanasi,470,965,80,No,517
2025-02-20,Uttar Pradesh,Varanasi,495,1228,119,No,544
2025-02-21,Uttar Pradesh,Varanasi,190,286,39,No,209
2025-02-22,Uttar Pradesh,Varanasi,83,193,24,No,91
2025-02-23,Uttar Pradesh,Varanasi,98,156,30,No,107
2025-02-24,Uttar Pradesh,Varanasi,328,766,51,No,360
